Year,Month,Category,Material Type,Weight (lbs)
2024,Apr,Landfill,L-Landfill,"16,960"
2024,Apr,Recycle,R-Mixed recycling,"2,300"
2024,Apr,Recycle,R-Mixed recycling,"6,620"
2024,Apr,Recycle,R-Mixed recycling,"6,300"
2024,Apr,Recycle,R-Mixed recycling,"8,520"
2024,Apr,Recycle,R-Mixed recycling,"7,560"
2024,Apr,Recycle,R-Mixed recycling,"8,000"
2024,Apr,Recycle,R-Mixed recycling,"7,580"
2024,Apr,Recycle,R-Mixed recycling,"7,700"
2024,Apr,Recycle,R-Mixed recycling,"7,040"
2024,Apr,Compost,C-Foodscraps,"72,000"
2024,Apr,Compost,C-Organics,"48,600"
2024,Apr,Recycle,R-Mixed recycling,262
2024,Apr,Landfill,L-Landfill,"1,656"
2024,May,Compost,C-Yardwaste,"15,840"
2024,May,Compost,C-Yardwaste,"10,920"
2024,May,Compost,C-Yardwaste,"8,620"
2024,May,Compost,C-Yardwaste,"8,740"
2024,May,Compost,C-Yardwaste,"8,680"
2024,May,Landfill,L-Landfill,"16,400"
2024,May,Landfill,L-Landfill,"14,160"
2024,May,Landfill,L-Landfill,"16,140"
2024,May,Landfill,L-Landfill,"14,360"
2024,May,Landfill,L-Landfill,"16,040"
2024,May,Landfill,L-Landfill,"15,200"
2024,May,Landfill,L-Landfill,"18,360"
2024,May,Landfill,L-Landfill,"13,380"
2024,May,Landfill,L-Landfill,"13,700"
2024,May,Recycle,R-Mixed recycling,"7,700"
2024,May,Recycle,R-Mixed recycling,"6,700"
2024,May,Recycle,R-Mixed recycling,"8,840"
2024,May,Recycle,R-Mixed recycling,"6,540"
2024,May,Recycle,R-Mixed recycling,"8,520"
2024,May,Recycle,R-Mixed recycling,"7,080"
2024,May,Recycle,R-Mixed recycling,"7,540"
2024,May,Recycle,R-Mixed recycling,"6,020"
2024,May,Recycle,R-Mixed recycling,"5,340"
2024,May,Compost,C-Foodscraps,"72,000"
2024,May,Compost,C-Organics,"48,600"
2024,May,Recycle,R-Mixed recycling,262
2024,May,Landfill,L-Landfill,"1,656"
2024,Jun,Compost,C-Yardwaste,"11,640"
2024,Jun,Compost,C-Yardwaste,"12,780"
2024,Jun,Landfill,L-Landfill,"1,500"
2024,Jun,Landfill,L-Landfill,"2,960"
2024,Jun,Landfill,L-Landfill,"6,580"
2024,Jun,Landfill,L-Landfill,"5,440"
2024,Jun,Landfill,L-Landfill,"6,200"
2024,Jun,Landfill,L-Landfill,"3,060"
2024,Jun,Landfill,L-Landfill,"5,800"
2024,Jun,Landfill,L-Landfill,"3,700"
2024,Jun,Landfill,L-Landfill,"7,560"
2024,Jun,Landfill,L-Landfill,"5,760"
2024,Jun,Landfill,L-Landfill,"5,820"
2024,Jun,Landfill,L-Landfill,"3,400"
2024,Jun,Landfill,L-Landfill,"5,200"
2024,Jun,Landfill,L-Landfill,"2,860"
2024,Jun,Landfill,L-Landfill,"4,920"
2024,Jun,Landfill,L-Landfill,"5,060"
2024,Jun,Landfill,L-Landfill,"5,300"
2024,Jun,Recycle,R-Mixed recycling,"12,060"
2024,Jun,Recycle,R-Mixed recycling,"7,800"
2024,Jun,Recycle,R-Mixed recycling,"6,980"
2024,Jun,Recycle,R-Mixed recycling,"4,380"
2024,Jun,Recycle,R-Mixed recycling,"4,400"
2024,Jun,Recycle,R-Mixed recycling,"8,400"
2024,Jun,Recycle,R-Mixed recycling,"14,560"
2024,Jun,Recycle,R-Mixed recycling,"9,260"
2024,Jun,Compost,C-Foodscraps,"72,000"
2024,Jun,Compost,C-Organics,"48,600"
2024,Jun,Recycle,R-Mixed recycling,262
2024,Jun,Landfill,L-Landfill,"1,656"
2024,Jul,Compost,C-Yardwaste,"11,200"
2024,Jul,Compost,C-Yardwaste,"10,300"
2024,Jul,Compost,C-Yardwaste,"12,180"
2024,Jul,Compost,C-Yardwaste,"9,780"
2024,Jul,Landfill,L-Landfill,"13,460"
2024,Jul,Landfill,L-Landfill,"8,040"
2024,Jul,Landfill,L-Landfill,"12,780"
2024,Jul,Landfill,L-Landfill,"14,380"
2024,Jul,Recycle,R-Mixed recycling,"14,380"
2024,Jul,Recycle,R-Mixed recycling,"5,080"
2024,Jul,Recycle,R-Mixed recycling,"7,340"
2024,Jul,Recycle,R-Mixed recycling,"7,880"
2024,Jul,Compost,C-Foodscraps,"72,000"
2024,Jul,Compost,C-Organics,"48,600"
2024,Jul,Recycle,R-Mixed recycling,262
2024,Jul,Landfill,L-Landfill,"1,656"
2024,Aug,Compost,C-Yardwaste,"8,940"
2024,Aug,Compost,C-Yardwaste,"13,100"
2024,Aug,Compost,C-Yardwaste,"12,500"
2024,Aug,Compost,C-Yardwaste,"15,480"
2024,Aug,Landfill,L-Landfill,"11,880"
2024,Aug,Landfill,L-Landfill,"13,160"
2024,Aug,Landfill,L-Landfill,"13,020"
2024,Aug,Landfill,L-Landfill,"9,280"
2024,Aug,Landfill,L-Landfill,"10,580"
2024,Aug,Recycle,R-Mixed recycling,"8,940"
2024,Aug,Recycle,R-Mixed recycling,"6,500"
2024,Aug,Recycle,R-Mixed recycling,"9,400"
2024,Aug,Recycle,R-Mixed recycling,"10,680"
2024,Aug,Recycle,R-Mixed recycling,"5,460"
2024,Aug,Compost,C-Foodscraps,"72,000"
2024,Aug,Compost,C-Organics,"48,600"
2024,Aug,Recycle,R-Mixed recycling,262
2024,Aug,Landfill,L-Landfill,"1,656"
2024,Sep,Compost,C-Yardwaste,"14,340"
2024,Sep,Compost,C-Yardwaste,"16,720"
2024,Sep,Compost,C-Yardwaste,"6,460"
2024,Sep,Compost,C-Yardwaste,"12,540"
2024,Sep,Landfill,L-Landfill,"10,840"
2024,Sep,Landfill,L-Landfill,"6,220"
2024,Sep,Landfill,L-Landfill,"12,300"
2024,Sep,Landfill,L-Landfill,"8,520"
2024,Sep,Landfill,L-Landfill,"5,540"
2024,Sep,Landfill,L-Landfill,"4,580"
2024,Sep,Landfill,L-Landfill,920
2024,Sep,Landfill,L-Landfill,"12,720"
2024,Sep,Landfill,L-Landfill,"13,420"
2024,Sep,Recycle,R-Mixed recycling,"9,260"
2024,Sep,Recycle,R-Mixed recycling,"4,320"
2024,Sep,Recycle,R-Mixed recycling,"11,440"
2024,Sep,Recycle,R-Mixed recycling,"10,720"
2024,Sep,Recycle,R-Mixed recycling,"6,540"
2024,Sep,Recycle,R-Mixed recycling,"8,440"
2024,Sep,Recycle,R-Mixed recycling,"9,600"
2024,Sep,Recycle,R-Mixed recycling,"11,420"
2024,Sep,Recycle,R-Mixed recycling,"9,960"
2024,Sep,Compost,C-Foodscraps,"72,000"
2024,Sep,Compost,C-Organics,"48,600"
2024,Sep,Recycle,R-Mixed recycling,262
2024,Sep,Landfill,L-Landfill,"1,656"
2024,Oct,Compost,C-Foodscraps,"72,000"
2024,Oct,Compost,C-Organics,"48,600"
2024,Oct,Recycle,R-Mixed recycling,262
2024,Oct,Landfill,L-Landfill,"1,656"
2024,Nov,Compost,C-Yardwaste,"10,000"
2024,Nov,Compost,C-Yardwaste,"13,440"
2024,Nov,Compost,C-Yardwaste,"6,460"
2024,Nov,Compost,C-Yardwaste,"8,100"
2024,Nov,Landfill,L-Landfill,"14,860"
2024,Nov,Landfill,L-Landfill,"12,700"
2024,Nov,Landfill,L-Landfill,"13,520"
2024,Nov,Landfill,L-Landfill,"13,280.00"
2024,Nov,Landfill,L-Landfill,"13,780"
2024,Nov,Landfill,L-Landfill,"13,020.00"
2024,Nov,Landfill,L-Landfill,"6,960"
2024,Nov,Landfill,L-Landfill,"10,860"
2024,Nov,Recycle,R-Mixed recycling,"9,240"
2024,Nov,Recycle,R-Mixed recycling,"9,060"
2024,Nov,Recycle,R-Mixed recycling,"9,820"
2024,Nov,Recycle,R-Mixed recycling,"9,440"
2024,Nov,Recycle,R-Mixed recycling,"7,980"
2024,Nov,Recycle,R-Mixed recycling,"7,420"
2024,Nov,Recycle,R-Mixed recycling,"7,120"
2024,Nov,Compost,C-Foodscraps,"72,000"
2024,Nov,Compost,C-Organics,"48,600"
2024,Nov,Recycle,R-Mixed recycling,262
2024,Nov,Landfill,L-Landfill,"1,656"
2024,Dec,Compost,C-Yardwaste,"13,320"
2024,Dec,Compost,C-Yardwaste,"8,900"
2024,Dec,Compost,C-Yardwaste,"7,680"
2024,Dec,Compost,C-Yardwaste,"16,580"
2024,Dec,Compost,C-Yardwaste,"13,800"
2024,Dec,Landfill,L-Landfill,"12,420"
2024,Dec,Landfill,L-Landfill,"13,660"
2024,Dec,Landfill,L-Landfill,"11,260"
2024,Dec,Landfill,L-Landfill,"15,420"
2024,Dec,Landfill,L-Landfill,"13,700"
2024,Dec,Landfill,L-Landfill,"3,620"
2024,Dec,Recycle,R-Mixed recycling,"4,120"
2024,Dec,Recycle,R-Mixed recycling,"8,420"
2024,Dec,Recycle,R-Mixed recycling,"10,100"
2024,Dec,Recycle,R-Mixed recycling,"21,240"
2024,Dec,Recycle,R-Mixed recycling,"10,780"
2024,Dec,Recycle,R-Mixed recycling,"6,960"
2024,Dec,Recycle,R-Mixed recycling,"1,700"
2024,Dec,Compost,C-Foodscraps,"72,000"
2024,Dec,Compost,C-Organics,"48,600"
2024,Dec,Recycle,R-Mixed recycling,262
2024,Dec,Landfill,L-Landfill,"1,656"
2024,Jun,Recycle,R-Construction & Demolition,"7,194"
2024,Jun,Landfill,L-Construction & Demolition,"5,886"
2024,Jun,Recycle,R-Construction & Demolition,"2,170"
2024,Jun,Recycle,L-Construction & Demolition,"4,030"
2024,Jul,Recycle,R-Construction & Demolition,"5,236"
2024,Jul,Recycle,L-Construction & Demolition,924
2024,Aug,Recycle,R-Construction & Demolition,"8,816"
2024,Aug,Recycle,L-Construction & Demolition,"2,204"
2024,Sep,Recycle,R-Construction & Demolition,"4,224"
2024,Sep,Recycle,L-Construction & Demolition,"3,456"
2024,Nov,Recycle,R-Construction & Demolition,"2,585"
2024,Nov,Recycle,L-Construction & Demolition,"2,115"
2024,Dec,Recycle,R-Construction & Demolition,"7,479"
2024,Dec,Recycle,L-Construction & Demolition,"9,141"
2024,Dec,Recycle,R-Construction & Demolition,"4,587"
2024,Dec,Recycle,L-Construction & Demolition,"3,753"
2024,Dec,Recycle,R-Construction & Demolition,"5,172"
2024,Dec,Recycle,L-Construction & Demolition,"3,448"
2025,Jan,Recycle,R-Construction & Demolition,"4,824"
2025,Jan,Recycle,L-Construction & Demolition,"3,216"
2025,Jan,Recycle,L-Construction & Demolition,"3,200"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
